No,Identifier,Name,Rules,PrasaYati,Yathi,Full Name,Reference
1095,pramaadhini,ప్రమాధిని,జతజరభగ,,9,ప్రమాధిని,మా పట్వర్ధన్
1096,pramitaa,ప్రమితా,సరసస,,9,ప్రమితా,రణపింగళ
1097,pramitaa-2,ప్రమితా 2,సజసగ,,7,"ప్రమితా 2, శశిమాలా, విధుమాలా ",మా.పట్వర్థన్ భ.నా.శా.
1098,pramitaaksharamu,ప్రమితాక్షరము,సజసస,,9,ప్రమితాక్షరము ,200 మా.పట్వర్థన్
1099,prameela,ప్రమీల,న-భ-య-లల,,7,ప్రమీల,బభ్రువాహన కో.శ్రీ
1100,pramuditavadanaa,ప్రముదితవదనా,ననరర,,8,"ప్రముదితవదనా, ప్రభా, చంచలాక్షీ, మందాకినీ (ప్రభా, చంచలాక్షికా,) ప్రభాత, గౌరీ, ","200, 1.ఛం.సార 2ఛంవరీ 3.మోడేకుర్తి 4.వా.వవృరక 3-166 మా.పట్వర్థన్"
1101,pramOdamahOdaya,ప్రమోదమహోదయ,మతయతనననగ,,16,ప్రమోదమహోదయ,మా.పట్వర్థన్
1102,pramOdamahOdaya-2,ప్రమోదమహోదయ 2,మయయతనననరసవ,,"10,16,22",ప్రమోదమహోదయ 2,ఛందోనుశాసనం
1103,pravaravilasitamu,ప్రవరవిలసితము,యమననతగ,,8,ప్రవరవిలసితము,మోడేకుర్తి
1104,pravahlikaa,ప్రవహ్లికా,భజర,,No,ప్రవహ్లికా,వాగ్వల్లభ దుఃఖభంజన
1105,pravaadapadaa,ప్రవాదపదా,సజభగ,,6,ప్రవాదపదా ,వాగ్వల్లభ దుఃఖభంజన
1106,pravaahikaa,ప్రవాహికా,జతతతగ,,10,ప్రవాహికా,వాగ్వల్లభ దుఃఖభంజన
1107,pravimala,ప్రవిమల,న-న-ర-న-భ-స-లల,,11,ప్రవిమల,సఆంఋసం వగోకృ
1108,prasaraa,ప్రసరా,మససగ,,7,"ప్రసరా, ఉన్నత, విద్యున్మాలా ",వాగ్వల్లభ దుఃఖభంజన మా.పట్వర్థన్ భ.నా.శా. బృహజ్జాతకం వరాహమిహిర
1109,prasaada,ప్రసాద,జజభనభసల,,10,ప్రసాద,సఆంఋసం వగోకృ
1110,prasRmara-karaa,ప్రసృమర కరా,నసయవ,,7,ప్రసృమర కరా,వాగ్వల్లభ దుఃఖభంజన
1111,prasRmaraamaraalikaa,ప్రసృమరామరాలికా,నసజర,,7,"ప్రసృమరామరాలికా, వాసనా",1 వా.వ. 2.ఛం.సార ఛంప్ర. పింగళ ప్రకాశ్
1112,praharaNakalikaa,ప్రహరణకలికా,ననభనవ,,8,"ప్రహరణకలికా, ప్రహరణకలిత, సుధ పవనసుత ","200, వాగ్వల్లభ, వాగ్వల్లభ HCS 2-228 సునం. పరిణ. కో.శ్రీ మా.పట్వర్థన్"
1113,praharshiNi,ప్రహర్షిణి,మనజరగ,,8,"ప్రహర్షిణి, మయూరపిచ్ఛ, ప్రహర్షిణి, ప్రహర్షిణీ, ప్రపార్షణీయ",200 హేమ 2-197 మా.పట్వర్థన్
1114,prahaaNa,ప్రహాణ,యమగ,,No,"ప్రహాణ, సుమోహితా",వాగ్వల్లభ దుఃఖభంజన
1115,prahaeyamu,ప్రహేయము,ననమయ,,8,"ప్రహేయము, మాలినీ, శ్రీపుట ","200 1. వాగ్వల్లభ 2. ఛం.సా. భనాశా 15-30, వృరక 3-165 మా.పట్వర్థన్ అగ్నిపురాణం"
1116,prahlaada,ప్రహ్లాద,సభసభసభరగ,,"7,13",ప్రహ్లాద,సునందినీ పరిణయము కో.శ్రీ
1117,praakaarabaMdha@h,ప్రాకారబంధః,త-త-త-గా,,7,"ప్రాకారబంధః, మందారదామము,  ప్రాకారబన్ధః, విధ్వంకమాలా, లయగ్రాహి, సువర్ణప్రయాత","1. వా.వ. 2. మో.ఆం. 3. ఛంసా. ౪. చం సమీక్షా, కేశవ్ ఛంద మా పట్వర్ధన్ ఛందోనుశాసనం, విక్రమార్క చరిత్ర, జక్కన"
1118,priyaMvada,ప్రియంవద,నభజర,,8,"ప్రియంవద, మత్తకోకిల, నిరుపమ ","200, వృరక 3-172 మా.పట్వర్థన్"
1119,priyakaaMta,ప్రియకాంత,నయనయసగ,,11,ప్రియకాంత ,200
1120,priyajeevitaM,ప్రియజీవితం,భ-భ-భ-భ-భ-భ-భ-భ-గా,,13,"ప్రియజీవితం, మాగధీ",1. వా.వ 2. వృ.మౌ.చం.
1121,priyatilakaa,ప్రియతిలకా,భభస,,No,"ప్రియతిలకా, పౌరుష",1. వా.వ.  2. మో.ఆం. సునందినీ పరిణయము కో.శ్రీ
1122,priyavachanamu,ప్రియవచనము,నయమగ,,7,ప్రియవచనము,200
1123,priyaSishya,ప్రియశిష్య,సభతతవ,,7,ప్రియశిష్య,మా పట్వర్ధన్
1124,preeti,ప్రీతి,ర-గా,,No,ప్రీతి ,మోడేకుర్తి 
1125,praema,ప్రేమ,ససరననసల,,10,ప్రేమ,రణపింగళ
1126,praeya,ప్రేయ,భతతయవ,,8,ప్రేయ,మా పట్వర్ధన్
1127,prOMChitaa,ప్రోంఛితా,సరల,,No,ప్రోంఛితా,వాగ్వల్లభ దుఃఖభంజన
1128,prOdhaa,ప్రోధా,మన,,No,ప్రోధా,వాగ్వల్లభ దుఃఖభంజన
1129,plavaMgama@h,ప్లవంగమః,భభతభర,,9,ప్లవంగమః,వాగ్వల్లభ దుఃఖభంజన
1130,phaladharaM,ఫలధరం,ననభగ,,7,ఫలధరం ,వాగ్వల్లభ దుఃఖభంజన
1131,phalasadanamu,ఫలసదనము,ననననసగ,,10,"ఫలసదనము, శిశుభరణం",200 వాగ్వల్లభ కొక్కొండ
1132,phalinee,ఫలినీ,నయభగ,,7,ఫలినీ ,వాగ్వల్లభ 
1133,phalinee-anavasitaa.,ఫలినీ అనవసితా.,నయభగ,,7,ఫలినీ అనవసితా. ,వాగ్వల్లభ మా.పట్వర్థన్
1134,phalgu@h,ఫల్గుః,సభసభసహ,,10,ఫల్గుః,వాగ్వల్లభ దుఃఖభంజన
1135,phulladaama,ఫుల్లదామ,మతనతరరగ,,13,ఫుల్లదామ,ఛం.సార
1136,baMdhaka,బంధక,భనమగ,,6,బంధక ,మా.పట్వర్థన్
1137,baMdhuramu,బంధురము,ననననసభభభగ,,16,"బంధురము, హంసలయ","200, హేమచంద్ర ఛందోనుశాసనం 2-373 జయకీర్తి 2-257"
1138,baMdhoora,బంధూర,ననననససభభగ,,13,బంధూర,రణపింగళ
1139,baMbharagaanamu,బంభరగానము,నసభభగ,,8,బంభరగానము,మోడేకుర్తి
1140,badhiraa-2,బధిరా 2,సభరయ,,7,బధిరా 2 ,మా.పట్వర్థన్
1141,badhiraa1,బధిరా1,సభరజ,,8,బధిరా1,వాగ్వల్లభ 
1142,barhibarha,బర్హిబర్హ,రసజసరసర,,10,బర్హిబర్హ,శ్రీ వేంకటేశాయ సహస్రనామ సహస్రఛందమాల - శ్రీతోపెల్ల బాలసుబ్రహ్మణ్య శర్మ & వేగరాజు శ్రీరామ్
1143,balakhinmaNi,బలఖిన్మణి,భనననగ,,7,బలఖిన్మణి,మోడేకుర్తి
1144,baladhaaree,బలధారీ,సభమగ,,7,బలధారీ ,వాగ్వల్లభ దుఃఖభంజన
1145,balOrjitaa,బలోర్జితా,నజరయ,,8,"బలోర్జితా, అచలమచర్చికా",వాగ్వల్లభ 
1146,bahuraamaakRta,బహురామాకృత,సరతరభరవ,,10,బహురామాకృత ,శ్రీ వేంకటేశాయ సహస్రనామ సహస్రఛందమాల - శ్రీతోపెల్ల బాలసుబ్రహ్మణ్య శర్మ & వేగరాజు శ్రీరామ్
1147,bahuLaabhraM,బహుళాభ్రం,సభసభమ,,10,బహుళాభ్రం,వాగ్వల్లభ 
1148,baalakaumudi,బాలకౌముది,సజభభస,,8,బాలకౌముది,మోడేకుర్తి
1149,baalachaMdra,బాలచంద్ర,జరజరజహ,,10,"బాలచంద్ర, రూపకాంత, పంచచామరము, ప్రభాకర ",పింగళప్రకాశ్ ఛం.ప్ర. (కేశవ్) మా.పట్వర్థన్ సఆంఋసం వగోకృ
1150,baalavikreeDitaM,బాలవిక్రీడితం,భసజసయవ,,9,బాలవిక్రీడితం,వాగ్వల్లభ 
1151,baalasubrahmaNya,బాలసుబ్రహ్మణ్య,తతభజనగ,,10,బాలసుబ్రహ్మణ్య ,200  JSR
1152,baalaa,బాలా,తనభతయగ,,7,బాలా ,మా.పట్వర్థన్
1153,biMba-vaMchitaM,బింబ వంచితం,మతనసతతగ,,13,బింబ వంచితం,ఛం.సార HCS/ చంద్రబింబం స్వభూఛం/ బింబం- వంచితం వృరనా రణపింగళ
1154,biMbaM,బింబం,నసయ,,No,"బింబం, గుర్వీ, బింబమ్, శలభ, విచలితా, విశాల",1. వా.వ.2. వృ.జా.స. మా.పట్వర్థన్ భ.నా.శా.
1155,biMbamu,బింబము,భగ,,No,బింబము ,మోడేకుర్తి 
1156,biMbaalakshyaM,బింబాలక్ష్యం,మ-ర-త-త-గా,,7,బింబాలక్ష్యం,వాగ్వల్లభ దుఃఖభంజన
1157,bilvaamala,బిల్వామల,తసరతసర,,10,బిల్వామల ,శ్రీ వేంకటేశాయ సహస్రనామ సహస్రఛందమాల - శ్రీతోపెల్ల బాలసుబ్రహ్మణ్య శర్మ & వేగరాజు శ్రీరామ్
1158,budbhuda-budbuda,బుద్భుద బుద్బుద,సజసజతర,,10,"బుద్భుద బుద్బుద, బుదబుద ",హేమచంద్ర 2-320 మా.పట్వర్థన్
1159,budbhudaka,బుద్భుదక,సనసతగ,,7,బుద్భుదక ,భ.నా.శా.
1160,bRMdaaraka,బృందారక,జసజసయయయవ,,13,బృందారక,"హేమచంద్ర 2-364, రత్నమంజూష 7-18"
1161,bRMdaaraNya,బృందారణ్య,మసజతనర,,10,బృందారణ్య,శ్రీ వేంకటేశాయ సహస్రనామ సహస్రఛందమాల - శ్రీతోపెల్ల బాలసుబ్రహ్మణ్య శర్మ & వేగరాజు శ్రీరామ్
1162,bOddhrae,బోద్ధ్రే,మసర,,No,బోద్ధ్రే ,శ్రీ వేంకటేశాయ సహస్రనామ సహస్రఛందమాల - శ్రీతోపెల్ల బాలసుబ్రహ్మణ్య శర్మ & వేగరాజు శ్రీరామ్
1163,bOdhaataaraa,బోధాతారా,యమయగ,,5,"బోధాతారా, బోధాతురా, సకృద్, బోధా ",వాగ్వల్లభ దుఃఖభంజన
1164,brahmarudra,బ్రహ్మరుద్ర,రరతరభర,,10,"బ్రహ్మరుద్ర, బ్రహ్మరుద్రాది ",శ్రీ వేంకటేశాయ సహస్రనామ సహస్రఛందమాల - శ్రీతోపెల్ల బాలసుబ్రహ్మణ్య శర్మ & వేగరాజు శ్రీరామ్
1165,brahmaadiguNa,బ్రహ్మాదిగుణ,తసజరభస,,10,"బ్రహ్మాదిగుణ, బ్రహ్మాదిగుణసేవిత ",శ్రీ వేంకటేశాయ సహస్రనామ సహస్రఛందమాల - శ్రీతోపెల్ల బాలసుబ్రహ్మణ్య శర్మ & వేగరాజు శ్రీరామ్
1166,brahmaanaMda,బ్రహ్మానంద,మమమమమమమ,,"9,16",బ్రహ్మానంద,వృమౌచం
1167,brahmOtsava,బ్రహ్మోత్సవ,తసజసతర,,10,బ్రహ్మోత్సవ ,శ్రీ వేంకటేశాయ సహస్రనామ సహస్రఛందమాల - శ్రీతోపెల్ల బాలసుబ్రహ్మణ్య శర్మ & వేగరాజు శ్రీరామ్
1168,braahmyaSakti,బ్రాహ్మ్యశక్తి,భనభజరజ,,11,బ్రాహ్మ్యశక్తి,సఆంఋసం వగోకృ
1169,bhaMgi,భంగి,భభభభనయ,,13,భంగి, హేమచంద్ర చంశా 2-312 స్వయంబూ 1-46
1170,bhadra,భద్ర,ననతనగ,,8,భద్ర ,మా పట్వర్ధన్
1171,bhadrakaM-bhadrikaM,భద్రకం భద్రికం,భరనసనరనగ,,11,భద్రకం భద్రికం,వాగ్వల్లభ దుఃఖభంజన
